28 67,213 79,211 60,238 72,237
33 80,211 93,209 73,237 86,236
25 94,209 110,206 88,236 103,236
8 117,205 135,202 111,235 130,235
5 137,202 159,199 132,234 154,233
2 161,198 186,194 157,233 183,232
3 189,194 220,189 186,232 219,231
plate 68,204 228,172 57,245 227,243
25 233,49 254,48 219,97 242,97
24 257,48 279,47 245,97 268,97
16 280,46 303,45 270,97 294,97
9 314,45 338,44 305,96 331,96
3 340,44 365,43 334,96 360,96
8 367,43 392,41 362,96 389,95
5 395,41 422,40 393,95 421,95
plate 236,31 429,20 213,112 429,111
