16 53,30 73,29 42,73 62,73
14 75,29 96,27 65,73 86,72
10 97,27 119,25 88,72 111,72
5 130,24 153,22 122,71 147,71
8 156,22 182,19 150,71 177,70
8 184,19 211,17 179,70 208,69
8 215,17 245,14 212,69 244,69
plate 56,15 253,-6 37,86 253,85
14 298,290 313,293 290,330 307,331
16 315,293 330,295 310,331 325,332
18 332,295 346,297 327,332 342,332
7 351,298 364,300 348,333 361,333
7 364,300 376,302 362,333 374,334
7 377,302 387,304 375,334 386,334
2 389,304 398,305 388,334 397,335
plate 298,276 400,295 286,342 400,343
