19 251,304 282,306 264,363 292,363
19 284,306 312,309 294,363 321,364
24 315,309 340,311 323,364 347,364
1 352,312 376,314 358,365 380,365
9 378,314 401,316 382,365 404,365
3 403,316 424,317 406,365 426,366
0 427,317 447,319 428,366 447,366
plate 243,278 452,299 264,378 452,378
10 52,431 57,430 56,440 61,440
28 58,430 64,429 62,440 68,440
18 64,429 72,428 68,440 75,440
4 75,428 84,427 78,440 87,440
8 85,426 94,425 88,439 97,439
9 96,425 108,423 98,439 109,439
5 109,423 123,421 111,439 123,438
plate 49,427 128,412 56,443 128,443
