21 82,295 92,294 91,312 100,312
19 93,294 103,293 101,312 111,312
16 105,292 117,291 113,312 125,311
3 123,290 138,289 130,311 144,311
8 139,289 155,287 145,311 160,310
9 157,287 176,284 161,310 179,310
2 179,284 199,282 182,310 200,309
plate 78,288 206,268 92,317 207,316
20 289,220 312,221 299,262 320,262
23 313,221 334,223 321,262 341,263
20 335,223 356,224 342,263 361,263
4 365,224 383,225 369,263 387,263
0 385,225 403,226 388,263 405,263
3 405,226 422,227 407,263 423,264
3 423,227 440,228 425,264 440,264
plate 282,201 444,212 299,273 445,273
