26 62,297 80,300 69,334 86,335
18 81,300 98,302 87,335 102,335
11 100,303 115,305 105,335 118,336
5 120,305 133,307 123,336 135,336
0 134,307 145,309 136,336 147,337
5 147,309 158,311 149,337 158,337
4 159,311 168,312 159,337 168,337
plate 57,281 170,302 70,343 171,344
18 228,406 251,409 223,460 246,460
19 253,409 274,411 249,460 271,461
25 276,412 296,414 273,461 293,462
6 303,415 321,417 301,462 319,462
5 323,417 340,419 321,462 338,463
0 341,419 357,420 340,463 356,463
6 358,421 373,422 358,463 373,464
plate 228,387 377,408 219,473 376,474
