13 31,104 59,105 38,160 65,160
23 62,105 89,107 68,160 93,161
30 91,107 115,109 96,161 119,161
9 127,110 150,111 130,161 152,162
5 152,111 175,113 154,162 176,162
5 177,113 197,114 178,162 198,162
7 200,114 220,116 201,162 220,163
plate 25,79 225,96 38,175 225,175
13 361,213 382,215 371,256 390,257
31 385,216 405,217 392,257 411,257
19 406,218 425,219 412,257 430,258
4 433,220 449,222 437,258 452,258
1 451,222 466,223 454,258 468,259
5 468,223 483,225 470,259 484,259
6 484,225 498,226 485,259 498,259
plate 354,194 501,213 371,267 501,268
