13 46,327 64,328 55,365 72,365
30 67,328 86,329 75,365 92,366
12 87,329 105,330 93,366 110,366
8 113,331 129,331 118,366 133,366
7 131,331 147,332 135,366 150,366
6 149,332 165,333 152,366 167,366
3 166,333 182,334 168,366 182,367
plate 39,311 186,320 55,375 186,375
33 260,272 272,271 252,298 265,298
10 273,270 286,269 266,298 279,297
19 288,268 302,266 281,297 296,297
9 309,265 326,263 303,297 320,296
4 328,263 347,260 322,296 343,295
7 349,260 371,257 345,295 368,294
6 374,257 399,253 371,294 398,293
plate 261,263 406,239 249,305 406,304
