22 56,101 75,102 48,142 68,142
10 76,102 93,103 69,142 88,143
23 94,103 112,104 89,143 107,143
2 119,104 135,105 115,143 132,143
2 137,105 152,106 134,143 150,143
0 153,106 168,107 151,143 167,144
6 170,107 184,107 169,144 184,144
plate 57,86 188,94 43,154 188,155
20 274,439 286,441 268,469 281,470
18 287,441 299,443 283,470 296,470
10 300,443 310,444 297,470 307,471
6 315,445 323,446 312,471 322,471
4 324,446 333,448 323,471 332,472
9 334,448 342,449 333,472 341,472
5 342,449 350,450 342,472 350,472
plate 274,429 351,443 266,477 351,478
