11 69,95 84,95 80,124 94,124
26 86,95 102,94 96,124 111,124
21 103,94 120,93 112,124 128,124
0 128,93 145,93 135,123 150,123
5 147,92 164,92 152,123 168,123
2 166,92 185,91 170,123 188,123
7 186,91 206,91 189,123 207,123
plate 62,82 211,76 81,131 211,131
18 202,149 212,148 196,169 206,169
20 212,148 222,147 207,169 217,169
13 224,147 234,146 219,169 230,169
5 238,146 249,145 234,169 246,168
8 250,145 262,145 247,168 259,168
3 264,144 276,144 261,168 274,168
6 277,144 290,143 275,168 289,167
plate 204,141 293,133 194,176 293,175
