19 83,138 99,136 71,172 88,171
24 100,136 117,134 89,171 107,170
23 119,134 136,132 108,170 127,170
8 145,131 165,129 137,170 157,169
5 167,129 189,126 159,169 184,168
3 191,126 215,123 186,168 211,167
8 219,123 245,120 215,167 244,166
plate 86,126 253,102 67,182 252,181
28 330,257 363,260 345,321 375,322
14 366,261 396,264 378,322 405,323
27 398,264 425,267 408,323 432,324
9 437,269 461,271 444,324 466,324
2 463,272 486,274 467,325 489,325
8 488,274 508,277 490,325 509,326
plate 319,227 534,259 346,337 534,338
