19 292,389 309,390 297,422 312,423
23 310,391 325,392 314,423 328,423
32 327,392 341,394 330,423 343,424
5 347,395 359,396 348,424 360,424
8 360,396 371,397 361,424 372,424
3 373,397 384,399 374,424 384,425
0 385,399 395,400 385,425 395,425
plate 289,374 397,390 297,431 397,432
32 73,396 98,398 84,448 107,448
27 101,399 124,400 109,448 131,449
18 126,401 148,402 133,449 154,449
8 157,403 178,405 162,449 181,449
7 180,405 199,406 183,450 201,450
5 201,406 219,408 203,450 220,450
4 221,408 238,409 222,450 238,450
plate 66,376 242,394 84,459 243,460
