15 76,204 93,206 83,239 100,240
30 95,206 111,208 101,240 116,241
18 113,209 128,210 118,241 131,241
4 134,211 146,213 137,241 149,242
8 147,213 159,214 149,242 160,242
8 161,215 171,216 162,242 172,242
3 172,216 182,217 173,242 182,243
plate 71,187 184,207 84,249 184,249
23 133,346 153,346 124,392 145,391
11 155,346 176,345 146,391 169,391
31 178,344 200,344 171,391 193,391
6 210,343 233,342 204,391 228,390
4 235,342 258,341 230,390 255,390
5 261,341 285,340 258,390 283,390
5 287,340 312,339 285,390 312,389
plate 134,330 320,320 118,405 320,404
