22 63,255 78,254 58,288 74,288
17 80,253 96,252 75,288 92,287
19 97,252 114,251 94,287 111,287
0 122,251 140,249 119,287 137,287
6 142,249 161,248 139,287 159,286
5 163,248 183,246 161,286 182,286
8 185,246 207,245 184,286 207,285
plate 63,243 213,230 55,296 213,296
31 199,343 214,341 186,375 201,375
18 215,341 232,338 203,375 220,374
10 233,338 251,335 221,374 240,373
5 260,334 282,331 249,373 273,372
2 284,331 307,327 275,372 300,371
1 311,327 338,323 303,371 333,370
4 340,323 371,318 335,369 370,368
plate 202,331 382,300 181,385 381,384
