30 26,387 54,390 10,457 41,457
27 57,390 84,393 45,457 73,458
12 86,393 111,396 76,458 103,459
3 122,397 145,399 115,459 139,460
1 147,400 169,402 142,460 165,461
0 171,402 191,404 167,461 189,461
9 193,404 212,406 191,461 212,462
plate 28,362 218,386 1,477 217,478
24 300,158 317,156 314,188 330,187
11 318,156 338,154 332,187 350,187
15 339,153 360,151 352,187 372,186
7 370,150 396,147 382,186 406,185
5 398,147 427,143 408,185 435,184
3 430,143 463,139 438,184 469,184
8 466,139 505,134 471,183 506,183
plate 292,146 517,110 316,195 518,194
