33 39,93 61,94 44,139 65,140
25 63,94 84,95 68,140 88,140
28 87,95 107,96 90,140 110,140
7 116,96 135,97 118,140 138,140
3 137,97 157,98 140,140 158,141
4 159,98 177,99 160,141 178,141
1 179,99 197,100 180,141 197,141
plate 34,75 201,84 43,150 202,151
28 290,61 310,60 295,101 315,101
17 312,60 334,59 317,101 338,100
17 336,59 357,58 340,100 361,100
3 368,57 391,56 372,100 394,100
3 393,56 418,55 396,100 420,99
9 420,55 445,54 422,99 446,99
3 448,54 474,52 450,99 475,99
plate 286,44 481,32 294,111 482,111
