31 74,277 86,276 82,301 94,301
21 88,275 103,274 96,301 109,300
19 103,274 119,273 110,300 125,300
3 126,273 142,271 132,300 147,300
9 144,271 161,270 149,300 165,299
0 164,270 184,268 167,299 186,299
2 185,268 207,267 187,299 207,299
plate 69,266 212,252 82,307 213,307
22 272,392 284,394 265,424 279,425
27 285,394 297,396 280,425 294,425
13 298,397 308,398 295,425 305,426
9 313,399 321,401 310,426 320,426
0 322,401 331,402 321,427 330,427
2 332,403 339,404 330,427 338,427
6 339,404 346,405 339,427 346,428
plate 273,381 348,398 262,432 348,433
