23 38,347 66,351 21,417 52,419
17 68,352 94,356 54,419 84,420
23 96,356 119,359 86,420 111,421
3 129,361 150,364 122,421 145,422
0 152,364 171,367 147,422 168,423
2 173,368 190,370 170,423 189,424
6 192,370 208,373 190,424 208,425
plate 40,322 213,355 12,439 212,440
29 277,91 306,92 292,149 319,149
28 308,92 338,94 321,149 348,149
21 340,94 367,95 350,149 376,149
8 380,95 407,96 387,150 413,150
9 409,96 434,97 415,150 438,150
7 437,98 462,99 441,150 464,150
4 464,99 488,100 466,150 488,150
plate 267,66 494,78 292,163 495,163
