14 26,350 57,352 39,413 68,413
30 60,352 90,355 71,413 99,414
21 93,355 120,357 101,414 127,414
5 133,358 159,359 139,414 164,415
7 161,360 186,361 166,415 189,415
8 189,362 212,363 192,415 213,416
8 214,363 236,365 215,416 236,416
plate 16,323 242,344 39,429 242,429
12 241,27 257,29 233,68 251,69
25 260,29 276,30 253,69 271,69
31 277,31 293,32 272,69 289,70
3 299,33 313,34 296,70 310,70
6 315,34 327,36 312,71 325,71
6 329,36 342,37 327,71 341,71
3 342,37 354,38 342,71 354,72
plate 241,12 357,26 228,81 357,81
