31 59,269 83,273 50,328 76,329
23 85,273 106,277 78,329 101,330
26 108,277 128,280 103,330 124,331
8 135,281 152,284 132,331 149,332
0 154,285 169,287 151,332 167,332
7 171,287 185,290 169,333 184,333
3 186,290 199,292 185,333 199,334
plate 60,249 202,278 45,343 202,345
29 341,273 353,274 347,297 358,297
33 354,274 367,274 359,297 371,297
28 368,274 379,274 372,297 382,297
1 385,275 395,275 387,298 398,298
4 396,275 408,275 399,298 409,298
7 409,275 419,276 410,298 420,298
0 420,276 431,276 421,298 432,298
plate 338,264 433,267 347,302 433,302
