28 86,59 97,58 95,78 105,78
29 98,58 110,58 106,78 117,78
23 112,57 124,57 119,78 130,78
6 129,56 142,56 135,78 147,78
7 143,55 157,55 148,78 161,77
8 160,54 175,54 163,77 177,77
4 176,54 192,53 178,77 193,77
plate 82,50 196,41 96,83 196,83
27 40,402 63,400 58,444 80,443
11 66,400 91,399 83,443 106,443
26 93,398 119,397 108,443 132,443
8 132,396 160,394 144,443 170,442
2 163,394 194,392 174,442 202,442
4 196,392 229,390 204,442 234,441
3 233,390 268,387 237,441 269,441
plate 29,383 277,362 61,454 278,454
