32 76,50 91,51 64,91 82,91
33 93,52 109,53 84,91 102,91
28 110,53 125,55 103,91 119,92
1 131,55 144,56 126,92 141,92
0 146,57 159,58 142,92 156,93
1 160,58 173,59 158,93 171,93
4 173,59 185,60 172,93 185,94
plate 77,36 188,49 59,103 188,104
19 214,108 235,111 223,153 243,154
14 238,111 258,113 245,154 264,154
30 260,113 279,116 265,155 283,155
1 286,116 302,118 290,155 305,156
2 304,118 319,120 307,156 321,156
7 321,120 336,122 323,156 337,156
6 336,122 350,124 337,156 350,157
plate 206,88 353,110 223,165 353,165
