21 332,294 345,296 330,325 343,326
27 347,296 360,298 345,326 358,327
24 361,298 371,300 359,327 370,327
6 376,301 385,302 375,327 385,328
9 386,302 395,304 386,328 395,328
9 396,304 404,305 396,328 404,328
3 405,305 412,306 404,328 412,329
plate 332,282 414,299 328,333 414,334
13 58,78 79,77 44,127 67,126
30 81,77 103,76 69,126 92,126
15 105,76 128,75 94,126 118,126
1 138,74 162,73 130,126 155,125
1 165,73 189,72 158,125 184,125
8 191,72 217,71 186,125 214,124
4 220,70 247,69 217,124 246,124
plate 61,61 254,49 38,141 254,140
