17 62,101 83,103 53,148 76,148
27 84,103 103,105 77,148 97,149
32 104,106 122,108 98,149 117,150
0 129,108 144,110 125,150 142,150
2 146,110 160,112 143,150 158,151
7 162,112 175,114 160,151 174,151
7 177,114 189,115 176,151 189,152
plate 63,83 193,101 48,162 193,163
31 238,270 247,269 232,290 242,290
27 248,269 257,268 242,290 253,290
30 259,268 269,267 254,290 265,289
5 274,267 285,266 270,289 281,289
5 286,266 297,265 282,289 295,289
9 299,265 311,264 297,289 310,288
2 312,264 326,263 311,288 325,288
plate 239,262 329,254 229,296 329,296
