24 73,302 90,300 67,338 84,338
24 92,300 111,297 86,338 105,337
12 113,297 133,295 107,337 128,336
6 144,293 168,290 139,336 163,335
0 171,290 198,287 167,335 194,334
1 200,286 230,283 197,334 228,333
1 234,282 269,278 232,333 268,332
plate 74,289 279,256 63,348 279,347
31 265,17 281,16 254,53 271,52
24 283,16 300,14 273,52 291,52
16 302,14 320,13 293,52 312,52
1 328,13 347,11 320,52 341,51
2 349,11 369,10 343,51 364,51
5 371,10 392,9 366,51 389,50
7 394,8 416,7 391,50 415,50
plate 268,4 422,-8 249,64 421,63
