29 36,160 62,161 26,221 54,221
15 65,161 91,162 57,221 84,221
33 93,162 118,163 86,221 113,222
4 130,163 154,164 125,222 150,222
2 157,165 180,166 153,222 178,222
5 182,166 205,167 180,222 204,223
3 208,167 230,168 206,223 230,223
plate 36,137 236,147 20,239 236,239
25 180,86 192,83 162,114 175,114
15 194,83 208,80 176,114 191,113
14 209,80 226,77 192,113 209,112
5 235,75 255,71 218,111 240,110
5 258,70 283,65 242,110 269,108
9 285,65 316,59 272,108 306,106
4 320,58 358,50 310,106 355,103
plate 185,76 370,31 155,123 369,121
