26 19,183 53,185 35,250 66,250
19 57,185 88,187 69,250 99,251
13 91,187 121,189 101,251 129,251
4 134,190 163,192 142,251 168,252
3 166,193 192,194 171,252 196,252
7 194,194 220,196 198,252 222,253
9 222,196 246,198 224,253 247,253
plate 8,153 253,175 35,266 253,267
24 260,381 291,386 248,456 281,458
28 293,387 321,392 284,458 314,459
10 323,392 347,397 316,459 342,461
4 358,399 379,403 353,461 376,462
1 381,403 400,406 378,462 398,463
8 402,407 419,410 400,463 418,464
9 421,410 437,413 420,464 436,465
plate 261,353 441,395 240,479 441,480
