23 68,124 81,125 73,148 85,148
20 82,125 93,126 86,148 97,148
31 93,126 104,127 97,148 107,149
1 109,128 118,129 111,149 120,149
4 119,129 127,130 121,149 129,149
1 128,130 137,131 130,149 137,149
2 138,131 145,131 138,149 145,149
plate 64,112 147,123 74,154 147,154
15 96,387 115,388 87,430 107,430
33 116,388 134,390 109,430 128,430
15 135,390 152,391 129,430 148,431
9 160,391 175,392 156,431 172,431
9 177,392 192,393 174,431 190,431
4 193,394 208,394 191,431 206,432
4 209,395 223,396 208,432 222,432
plate 97,371 227,382 82,442 227,443
