21 238,118 251,116 247,141 260,140
24 252,116 267,114 261,140 276,140
25 269,114 286,111 277,140 294,139
9 294,110 314,108 301,139 321,138
1 317,107 341,104 323,138 347,138
5 343,104 372,100 349,138 376,137
5 375,99 410,95 379,137 412,136
plate 233,108 419,75 248,147 420,146
31 67,167 80,168 74,194 86,195
17 82,168 95,169 87,195 100,195
24 97,169 108,170 101,195 112,195
2 114,171 125,171 117,195 127,195
1 126,171 137,172 128,195 138,196
7 138,172 148,173 139,196 148,196
3 148,173 159,174 149,196 159,196
plate 63,156 160,165 74,200 160,201
