17 75,206 88,206 68,236 81,236
24 89,205 103,205 83,236 97,236
25 104,205 118,204 98,236 113,235
7 125,204 138,204 120,235 135,235
4 140,204 155,203 137,235 152,235
4 156,203 172,202 154,235 170,235
4 173,202 189,202 172,235 189,235
plate 76,195 193,190 64,245 193,244
12 304,66 321,64 299,101 316,100
17 322,64 340,63 317,100 336,100
33 342,62 361,61 338,100 357,99
4 371,60 391,58 367,99 388,98
7 393,58 417,55 390,98 414,98
7 419,55 444,53 417,98 442,97
6 447,52 474,50 446,97 474,96
plate 305,53 482,31 296,111 482,110
