15 73,246 88,249 64,288 81,288
32 91,249 105,252 84,288 99,289
15 107,252 120,254 101,289 116,290
0 126,255 138,257 122,290 135,291
1 139,258 150,259 136,291 148,291
7 150,259 160,261 149,291 159,292
2 162,261 170,263 161,292 170,292
plate 73,232 173,253 58,300 173,301
13 302,23 322,22 309,63 329,63
12 324,22 346,20 330,63 352,62
24 348,20 371,19 354,62 376,62
3 382,18 408,16 387,62 412,61
8 410,16 436,14 414,61 439,61
9 440,14 468,12 443,61 470,60
1 471,12 501,10 472,60 501,60
plate 296,7 510,-11 308,73 510,73
