27 87,323 111,326 73,380 99,381
32 113,326 134,329 101,381 125,382
15 136,329 156,332 128,382 149,382
2 165,333 183,335 158,383 178,383
0 184,335 201,338 180,384 198,384
7 203,338 218,340 200,384 217,385
0 220,340 234,342 218,385 234,385
plate 90,303 238,327 66,398 238,399
22 97,446 111,445 105,470 118,470
32 111,445 127,443 119,470 134,470
18 128,443 144,442 135,470 151,469
4 152,441 170,439 158,469 175,469
0 172,439 192,437 177,469 196,469
0 194,437 216,435 198,468 218,468
7 218,435 243,433 221,468 243,468
plate 92,435 250,416 106,477 250,476
