11 55,26 82,30 50,86 77,87
26 84,30 108,34 79,87 104,88
26 110,34 132,37 106,88 129,89
3 140,38 160,41 138,89 158,90
1 162,41 179,43 160,90 178,90
7 181,44 198,46 180,91 197,91
4 199,46 214,48 198,91 214,92
plate 55,4 218,32 45,103 218,104
12 64,154 94,157 58,223 89,224
24 98,157 126,160 93,224 122,225
12 128,160 155,162 124,225 152,225
7 166,163 191,166 164,226 189,226
1 194,166 217,168 192,226 216,227
9 219,168 241,170 217,227 240,227
3 243,170 264,172 242,227 264,228
plate 63,127 269,151 52,243 269,244
