24 48,312 70,311 61,353 82,353
15 72,311 96,309 83,353 106,353
26 98,309 122,308 108,353 131,353
5 134,307 160,306 142,352 167,352
4 163,306 190,304 169,352 195,352
6 193,304 222,303 198,352 225,351
2 224,303 254,301 227,351 255,351
plate 40,294 263,279 61,364 264,364
26 140,195 159,195 133,235 153,236
18 160,196 178,196 154,236 173,236
18 179,196 196,197 174,236 193,236
2 204,198 220,198 201,236 217,236
5 222,198 237,199 219,236 235,237
4 239,199 254,200 237,237 253,237
2 255,200 270,201 255,237 270,237
plate 140,179 274,187 129,247 274,248
