21 77,355 88,353 65,379 77,379
18 88,353 101,352 77,379 90,378
32 101,352 115,350 91,378 105,378
8 121,349 136,347 112,377 128,377
4 138,347 154,345 130,377 148,376
2 156,344 175,342 150,376 170,375
9 177,342 198,339 173,375 196,374
plate 80,346 204,326 60,387 204,386
27 165,269 174,268 161,289 170,288
23 175,268 184,267 171,288 181,288
15 186,266 197,265 182,288 194,288
7 202,264 215,263 199,287 213,287
3 216,263 231,261 214,287 229,286
5 232,261 248,259 230,286 246,286
5 250,259 267,257 249,286 267,285
plate 165,262 273,246 158,294 272,294
