25 215,255 221,254 213,266 219,265
23 221,254 227,253 219,265 225,265
28 227,253 234,252 225,265 232,265
7 237,252 246,251 236,265 244,265
7 246,250 255,249 245,264 254,264
4 256,249 267,248 255,264 266,264
8 268,247 279,246 267,264 279,263
plate 215,250 284,238 212,269 284,268
26 56,116 73,114 65,147 82,146
19 74,114 93,112 83,146 102,146
18 95,112 115,109 103,146 123,145
3 125,108 151,105 133,145 157,144
9 153,105 180,101 159,144 186,144
7 184,101 216,97 189,143 219,143
9 218,97 255,93 222,143 256,142
plate 50,104 267,70 66,155 267,154
