24 80,115 92,114 87,135 98,135
14 92,114 105,112 99,135 111,134
18 106,112 120,110 112,134 126,134
5 128,109 144,107 133,133 149,133
9 146,107 166,104 151,133 170,132
8 168,104 192,101 172,132 194,132
8 194,100 222,97 197,132 223,131
plate 76,107 231,79 88,140 232,139
11 203,213 213,212 206,233 216,233
24 215,212 225,211 218,233 228,233
25 227,211 240,210 230,233 242,233
6 246,209 260,208 248,232 262,232
9 261,208 276,206 263,232 278,232
3 278,206 295,205 279,232 296,231
5 297,204 315,203 298,231 315,231
plate 200,205 320,191 206,239 321,238
