17 65,350 81,350 75,382 89,382
25 83,350 98,351 91,382 105,382
10 101,351 117,351 108,382 122,382
1 124,352 139,352 129,382 143,382
6 140,352 155,353 144,382 158,382
7 156,353 171,353 159,382 172,382
1 173,353 186,354 174,382 187,383
plate 58,336 190,342 75,390 190,390
25 89,411 100,411 93,432 104,432
26 101,412 112,412 105,432 115,432
28 112,412 122,413 115,432 125,432
1 127,413 136,413 129,432 138,433
3 137,413 146,414 139,433 147,433
6 147,414 155,414 148,433 156,433
9 156,415 164,415 157,433 164,433
plate 86,401 167,407 93,438 167,438
