11 80,465 88,464 83,481 91,481
28 89,464 98,463 92,481 101,480
14 100,463 110,462 102,480 112,480
9 115,461 126,460 117,480 128,480
9 128,460 141,458 129,480 142,479
6 143,458 159,456 145,479 160,479
3 160,456 178,454 161,479 178,478
plate 78,459 182,443 83,485 183,485
15 201,300 209,299 198,315 205,315
32 209,299 217,297 206,315 214,314
12 219,297 228,296 216,314 225,314
5 232,295 243,294 229,314 241,313
2 244,294 256,292 242,313 254,313
1 259,292 273,290 257,313 271,312
0 274,290 291,287 273,312 290,311
plate 202,294 295,277 196,320 295,319
