16 182,427 210,432 169,495 200,497
21 213,432 238,437 202,497 230,498
33 240,437 262,441 232,498 256,499
0 272,443 291,446 267,500 287,501
3 292,447 310,450 289,501 308,502
2 312,450 328,453 310,502 326,503
9 330,453 344,456 328,503 344,504
plate 185,402 348,439 162,516 348,518
24 89,179 115,181 76,238 103,239
29 117,181 140,184 106,239 131,239
24 142,184 163,186 133,240 156,240
2 173,187 193,189 167,240 188,241
7 194,189 214,191 190,241 211,242
0 215,191 233,193 212,242 231,242
2 235,193 251,195 233,242 251,243
plate 92,157 255,178 69,256 255,257
