25 54,31 69,29 46,64 61,63
27 71,29 88,27 63,63 80,62
27 89,26 108,24 82,62 101,62
0 117,23 140,20 111,61 134,61
6 142,19 166,16 136,61 162,60
4 170,16 198,12 165,59 194,58
0 200,12 232,7 197,58 231,57
plate 55,19 243,-11 42,73 242,72
32 306,157 316,157 299,182 310,182
17 317,157 327,158 311,182 323,182
29 328,158 338,158 324,182 334,182
9 342,159 351,159 339,182 348,183
0 352,159 361,160 349,183 359,183
6 362,160 370,160 360,183 369,183
8 371,160 380,161 370,183 380,183
plate 307,149 382,154 296,188 381,189
