17 54,348 69,345 61,375 76,375
20 70,345 88,343 78,375 95,374
19 89,342 109,339 96,374 116,373
0 119,338 144,334 126,373 150,372
0 147,334 176,329 153,372 181,371
6 179,329 214,323 184,371 218,370
6 219,323 263,316 222,370 264,368
plate 49,336 277,290 61,383 277,381
27 107,402 121,404 111,433 124,433
23 122,404 136,406 126,433 139,434
27 138,406 149,407 140,434 151,434
1 155,408 165,409 156,434 166,435
9 166,409 176,411 167,435 177,435
3 177,411 186,412 178,435 186,435
4 187,412 195,413 187,435 196,435
plate 103,389 197,405 111,440 197,440
