14 31,320 65,323 47,389 79,390
12 68,324 101,327 81,390 111,391
25 103,328 132,331 114,391 140,392
8 145,332 172,335 152,392 177,393
5 174,335 197,338 179,393 201,393
7 200,338 222,341 203,394 224,394
9 224,341 244,343 226,394 245,395
plate 18,288 250,322 47,407 250,408
11 363,100 383,102 356,145 377,146
18 385,102 404,104 379,146 399,147
30 405,104 423,106 400,147 419,147
1 430,106 446,108 427,147 443,148
0 447,108 462,109 445,148 460,148
2 464,110 477,111 462,148 477,149
4 479,111 492,112 478,149 492,149
plate 363,82 496,99 351,159 496,160
