31 39,35 56,36 42,73 59,74
29 59,37 74,38 61,74 77,74
18 77,39 92,40 79,74 94,74
3 99,41 113,42 100,75 114,75
8 114,43 127,44 115,75 128,75
6 128,44 140,45 129,75 141,76
3 142,46 153,47 142,76 153,76
plate 35,19 156,36 41,83 156,84
29 198,355 206,354 204,370 212,369
19 207,353 216,352 213,369 222,369
21 217,352 228,350 223,369 234,369
4 234,350 247,348 239,369 252,368
5 248,348 264,345 253,368 269,368
4 266,345 285,342 270,368 288,367
8 288,342 310,339 291,367 311,366
plate 194,349 318,325 204,374 319,373
