24 63,208 82,207 46,253 67,252
19 84,207 104,205 69,252 91,252
32 106,205 127,203 93,252 116,251
5 138,203 161,201 127,251 152,251
0 164,201 188,199 155,251 181,250
7 190,198 216,196 184,250 212,249
0 220,196 247,194 216,249 246,249
plate 66,193 255,174 39,266 255,266
29 349,420 367,421 341,461 361,461
33 368,421 386,422 362,461 381,462
24 387,422 404,423 382,462 400,462
6 412,423 428,424 408,462 425,462
5 430,424 445,425 427,462 443,462
6 447,425 461,426 445,463 460,463
3 463,426 477,427 462,463 477,463
plate 349,405 482,413 337,473 481,474
