31 30,50 60,56 14,126 47,128
24 62,56 90,62 50,128 80,129
11 92,62 115,67 82,129 108,131
7 125,69 146,73 119,131 141,133
5 147,73 166,77 143,133 163,134
5 168,77 184,80 165,134 183,135
2 186,81 201,84 184,135 200,136
plate 32,23 205,66 4,149 205,151
15 281,134 298,136 288,168 304,168
21 299,136 315,138 305,169 319,169
15 317,138 331,140 322,169 335,169
8 337,140 350,142 340,169 352,170
7 351,142 363,143 353,170 364,170
8 365,143 376,144 366,170 376,170
6 377,144 387,145 377,170 387,171
plate 276,119 389,135 289,177 389,177
