12 46,416 63,414 57,446 74,445
22 65,414 84,412 75,445 93,445
31 85,412 105,410 95,445 114,444
0 116,408 138,406 124,444 146,444
3 141,406 167,403 148,444 173,443
6 170,403 198,400 175,443 202,442
2 203,400 235,396 206,442 236,441
plate 40,403 245,374 58,454 245,453
21 130,98 151,96 136,139 157,139
20 154,96 177,94 160,139 182,138
30 178,94 203,92 184,138 207,138
9 214,91 241,89 219,138 244,137
4 244,89 273,87 248,137 275,137
7 275,87 306,84 278,137 308,136
1 310,84 343,81 311,136 344,135
plate 125,81 352,58 136,150 353,149
