10 77,227 97,227 69,270 90,270
26 98,226 119,226 92,270 113,269
22 121,226 141,225 115,269 136,269
7 151,225 172,224 146,269 168,269
0 174,224 196,223 170,269 193,269
6 198,223 220,222 195,269 218,268
3 223,222 246,221 222,268 245,268
plate 78,211 252,203 65,282 252,282
16 338,340 352,341 334,375 350,375
14 355,341 369,342 352,375 366,376
26 371,342 385,343 369,376 383,376
9 391,344 404,345 389,376 403,376
7 405,345 418,346 404,376 417,377
8 419,346 431,347 418,377 430,377
0 432,347 443,348 432,377 443,377
plate 337,327 446,338 331,385 446,386
