19 74,239 89,237 83,267 97,267
29 90,237 107,236 99,267 115,267
16 108,236 126,234 116,266 133,266
3 134,233 154,232 141,266 160,266
0 156,231 178,229 162,266 182,265
6 180,229 204,227 185,265 207,265
6 207,227 234,224 210,265 235,264
plate 69,228 241,207 84,274 242,273
20 129,91 141,91 135,113 147,113
15 142,91 154,90 148,113 159,113
17 156,90 168,90 161,113 173,113
3 174,90 187,89 178,113 190,113
9 188,89 201,89 191,113 204,113
4 204,89 217,88 206,113 219,113
9 219,88 233,88 220,113 233,112
plate 125,81 236,77 136,119 237,119
