23 278,135 289,136 272,161 283,162
29 290,136 301,137 284,162 296,162
11 301,137 311,138 297,162 307,162
8 316,138 324,139 312,162 322,162
2 325,139 335,139 323,162 333,163
4 335,139 344,140 334,163 343,163
2 344,140 353,141 344,163 353,163
plate 279,127 354,133 269,168 354,168
12 136,413 169,414 154,477 185,477
21 173,414 205,416 188,477 217,478
23 207,416 237,418 219,478 247,478
4 251,419 279,420 260,478 286,479
6 283,420 310,422 289,479 314,479
6 312,422 338,423 316,479 341,479
1 341,423 366,425 343,479 367,479
plate 124,383 373,401 155,493 373,493
