28 68,82 79,80 62,105 74,104
27 80,80 92,79 74,104 87,104
22 93,78 107,77 88,104 102,103
9 114,76 129,74 109,103 125,103
9 131,73 148,71 127,102 145,102
6 151,71 170,68 147,102 168,101
0 173,68 196,65 171,101 195,100
plate 69,73 203,50 59,111 203,111
29 411,95 421,96 408,117 419,117
30 422,96 431,97 420,117 430,117
22 431,97 441,97 430,117 439,117
7 444,98 453,98 443,118 452,118
7 454,98 461,99 453,118 460,118
0 462,99 470,99 461,118 469,118
7 470,99 477,100 470,118 477,118
plate 411,86 479,92 406,123 479,123
