10 68,160 78,159 75,179 85,178
20 80,158 92,157 86,178 98,178
33 92,157 106,155 99,178 112,178
0 112,154 127,152 118,177 132,177
8 129,152 147,150 134,177 151,176
4 149,150 171,147 153,176 174,176
4 172,147 198,144 175,176 199,175
plate 64,152 205,128 76,184 205,183
22 336,349 355,350 331,389 350,390
29 356,350 374,351 351,390 370,390
19 375,351 393,351 372,390 390,390
2 401,352 417,352 398,390 415,390
9 419,353 434,353 417,391 433,391
5 436,353 451,354 435,391 450,391
7 453,354 467,355 452,391 467,391
plate 336,333 471,341 327,401 471,402
