19 64,141 92,143 74,196 101,197
28 94,143 121,144 103,197 128,197
33 124,145 148,146 131,197 154,197
2 160,146 184,148 165,197 188,198
7 186,148 209,149 190,198 212,198
9 211,149 233,150 214,198 234,198
0 236,150 256,151 237,198 257,199
plate 57,117 262,132 74,210 262,211
21 75,316 99,317 87,361 109,361
11 100,317 123,319 110,361 131,362
11 124,319 146,321 132,362 152,362
3 155,322 173,323 160,362 177,362
8 175,323 193,325 179,362 195,363
5 195,325 211,326 197,363 213,363
2 213,326 229,327 214,363 229,363
plate 66,294 233,311 87,372 233,373
