25 55,212 71,214 58,245 73,246
11 72,214 87,216 75,246 89,246
18 89,216 103,217 91,246 104,247
8 108,218 120,219 109,247 121,247
6 121,219 133,220 122,247 133,247
8 134,221 145,222 135,247 145,248
2 146,222 156,223 146,248 156,248
plate 52,198 158,213 58,254 158,255
25 196,477 208,478 188,507 202,507
21 209,478 221,479 203,507 216,507
33 223,479 234,480 218,507 230,508
6 239,480 250,481 235,508 247,508
8 250,481 261,482 248,508 259,508
0 262,482 272,483 261,508 271,508
3 273,483 282,483 272,508 282,509
plate 197,467 285,474 185,516 284,516
