15 77,253 85,251 82,267 89,267
31 86,251 95,250 91,267 99,267
30 96,250 107,248 101,267 111,266
9 112,247 125,245 116,266 129,266
5 126,245 142,243 130,265 145,265
9 143,243 163,240 147,265 165,264
3 166,239 188,236 168,264 189,263
plate 74,247 196,223 82,271 196,270
16 112,381 129,380 101,419 118,419
21 131,379 150,378 120,419 140,418
21 151,377 171,375 141,418 162,418
5 180,375 203,372 172,417 196,417
7 205,372 228,370 198,417 223,416
6 232,369 257,367 226,416 254,415
0 259,367 287,364 256,415 286,414
plate 114,368 296,345 95,431 296,430
