30 76,104 93,103 67,139 84,139
19 94,102 111,101 85,139 103,139
23 113,101 131,100 105,138 124,138
6 139,99 158,98 133,138 153,138
5 160,98 181,97 155,138 176,137
4 183,97 204,95 179,137 202,137
8 206,95 229,93 204,137 228,136
plate 79,91 234,78 62,150 234,149
24 151,247 179,250 158,303 184,304
10 181,250 207,252 187,304 211,304
17 209,253 233,255 213,304 236,305
0 242,256 264,258 245,305 266,305
1 266,258 286,260 268,305 288,306
4 288,260 307,262 289,306 308,306
1 309,262 326,264 309,306 327,307
plate 146,224 331,246 157,318 331,319
