33 65,352 79,349 56,381 69,380
10 80,349 96,347 71,380 87,379
29 97,346 114,344 88,379 106,378
3 123,342 145,339 115,378 137,377
4 147,338 171,334 139,377 165,376
3 174,334 203,329 168,376 199,374
1 206,329 241,323 202,374 239,372
plate 67,341 252,304 52,389 251,387
33 244,424 251,423 246,438 253,438
26 252,423 260,422 254,438 262,437
11 261,422 269,421 263,437 271,437
1 274,421 284,420 276,437 285,437
3 285,419 297,418 286,437 298,436
9 298,418 311,416 300,436 312,436
7 312,416 328,414 313,436 329,436
plate 242,419 332,406 246,441 332,440
