15 37,115 65,119 29,180 59,181
22 68,120 93,123 61,181 88,182
13 95,123 118,127 90,182 114,183
5 128,128 148,131 125,183 146,184
8 150,131 169,134 148,184 168,185
0 171,134 188,136 169,185 187,186
6 190,136 206,139 189,186 206,186
plate 38,90 210,121 24,199 210,200
24 162,328 182,329 148,376 171,376
20 184,329 204,330 173,376 194,376
23 206,330 225,331 196,376 217,376
0 233,331 252,332 226,377 246,377
1 254,332 272,333 248,377 268,377
1 273,333 291,333 270,377 289,377
2 293,333 310,334 291,377 310,377
plate 165,311 314,319 142,390 314,391
