32 82,165 91,164 89,182 97,182
27 92,164 102,163 99,182 108,181
17 103,163 115,161 110,181 121,181
8 121,161 135,159 126,181 140,180
1 136,159 152,157 141,180 156,180
6 153,156 172,154 157,180 175,179
5 175,154 196,151 178,179 197,179
plate 78,159 203,138 89,186 204,185
31 308,41 329,43 300,91 322,92
16 331,43 350,45 324,92 345,92
27 353,45 371,46 347,92 367,92
6 379,47 396,48 375,93 393,93
3 398,49 415,50 395,93 413,93
4 416,50 432,51 414,93 431,94
6 434,51 449,53 433,94 448,94
plate 308,24 453,39 295,104 452,105
