24 30,197 61,199 42,259 71,260
25 63,199 93,201 73,260 102,260
10 96,202 123,203 104,260 130,260
7 135,204 162,206 141,261 166,261
1 164,206 188,208 168,261 191,261
2 191,208 214,209 194,262 216,262
3 216,210 238,211 218,262 239,262
plate 21,170 245,190 42,275 245,275
17 181,353 196,352 186,380 201,380
26 197,352 213,351 202,380 217,380
11 214,351 231,349 218,380 234,380
2 239,349 256,348 242,379 259,379
5 258,347 277,346 261,379 279,379
0 279,346 300,344 281,379 301,378
0 302,344 324,343 303,378 324,378
plate 177,341 331,326 186,388 331,387
