22 75,332 95,335 71,379 92,379
13 97,335 116,338 94,380 113,380
30 117,338 134,341 115,380 132,381
9 140,342 154,344 139,381 153,382
4 156,344 169,346 155,382 168,382
9 170,346 183,348 170,383 182,383
8 183,348 195,350 183,383 195,384
plate 74,313 198,338 68,392 197,393
24 302,346 324,348 289,397 313,398
11 326,348 346,349 315,398 338,398
22 348,350 368,351 340,398 362,399
1 376,352 395,353 370,399 391,399
1 397,353 415,354 392,399 412,400
3 416,355 433,356 413,400 432,400
4 435,356 451,357 433,400 451,401
plate 304,328 455,342 283,413 455,414
