22 241,415 251,415 235,439 246,438
16 253,414 263,414 247,438 258,438
30 265,413 277,413 260,438 273,438
0 282,412 295,411 278,438 292,437
0 296,411 310,410 293,437 307,437
0 311,410 325,409 308,437 324,437
8 328,409 342,408 326,437 341,436
plate 242,407 347,397 232,446 346,445
28 55,392 77,393 65,437 86,437
19 80,393 101,394 88,437 108,437
25 104,394 125,394 111,437 130,438
5 134,395 154,395 139,438 158,438
3 156,395 176,396 160,438 179,438
9 178,396 198,397 181,438 199,438
4 200,397 219,397 201,438 219,438
plate 49,374 223,381 65,447 224,448
