32 35,195 49,193 23,224 37,224
23 50,193 65,191 39,224 54,223
18 66,191 82,189 56,223 73,223
2 90,188 108,186 81,222 100,222
7 110,186 131,183 102,222 124,221
1 133,183 156,180 127,221 151,220
3 158,180 184,177 154,220 182,219
plate 38,185 190,161 18,234 190,232
23 257,184 281,186 248,240 274,240
21 284,187 306,189 276,240 300,241
24 308,189 329,192 302,241 324,242
6 337,193 356,195 333,242 353,243
8 358,195 376,197 355,243 374,243
1 377,197 394,199 375,243 393,244
7 395,199 411,201 394,244 411,244
plate 258,163 415,185 242,256 414,257
