33 90,407 98,407 93,425 101,425
21 99,406 109,406 102,425 112,425
27 110,406 120,405 113,425 122,424
6 125,405 135,404 127,424 137,424
2 136,404 148,404 138,424 150,424
1 150,404 161,403 151,424 162,424
8 162,403 176,402 163,424 176,424
plate 88,400 178,394 92,429 178,428
13 61,63 81,65 65,108 85,108
15 84,66 103,68 87,108 106,109
22 104,68 122,70 107,109 125,109
8 130,71 145,73 132,110 147,110
7 147,73 161,75 148,110 162,110
8 163,75 177,76 164,110 177,111
9 178,76 191,78 178,111 191,111
plate 56,44 194,65 64,119 194,120
