13 52,250 82,254 64,310 91,311
19 85,254 112,257 94,311 119,312
28 115,258 139,261 122,312 145,312
9 149,262 172,264 154,313 175,313
0 174,265 194,267 177,313 196,314
4 196,267 214,269 198,314 216,314
4 216,269 234,272 217,314 234,315
plate 44,224 237,254 64,325 238,326
19 220,413 240,414 211,457 232,458
25 241,415 259,416 234,458 253,458
31 260,416 278,418 254,458 273,458
9 285,418 301,420 281,459 298,459
9 302,420 317,421 299,459 315,459
8 319,421 332,422 317,459 331,460
1 334,423 347,424 333,460 347,460
plate 221,396 351,410 206,470 351,471
